PKG (J),CPU (J),DRAM (J),Time (ms),Temp (C),Size,Input case,CPU - readCSV,Time - readCSV,Memory - readCSV,CPU % of PKG,PKG %,full EC,nlog(n)
4.956190233106737,4.322556532822646,0.27948790711241883,462.7539740259738,73.33766233766234,200000.0,random7,0.67210093491438,47.91010305823198,0.0473554568856043,87.21530711126671,100,0.7194563917999843,3521928.0948873623
5.606777997084067,4.882994745818662,0.3087820133692782,536.7216760563381,72.47887323943662,300000.0,random7,0.3476788654100078,38.813368364030396,0.021650728313188428,87.09092367056756,100,0.36932959372319624,5458380.89254739
5.918353678385417,5.140901692708334,0.33258056640625,585.0002133333336,72.50666666666666,400000.0,random7,0.7084595797354716,72.58629228070208,0.059029027035361836,86.86371197252984,100,0.7674886067708334,7443856.189774725
6.188703145066353,5.372459098084332,0.3381130270761986,629.4439726027397,72.71232876712328,500000.0,random7,0.6125365255396886,77.04840117416813,0.0427848323217343,86.81074163926036,100,0.655321357861423,9465784.284662087
6.732664320203993,5.855807834201389,0.3707444932725694,711.8620277777777,67.08333333333333,600000.0,random7,0.7637073896084621,101.52810672514613,0.054452282643457584,86.97608488557415,100,0.8181596722519197,11516761.78509478
7.775294712611607,6.774002511160714,0.41463448660714286,828.8028285714284,67.54285714285714,700000.0,random7,0.988237704749868,143.0267697478988,0.05962350027901786,87.12213184888301,100,1.047861205028886,13591896.77754609
8.28850860595703,7.206813049316406,0.4558746337890625,891.7734249999997,66.6,800000.0,random7,1.0609637698611696,139.66726283783748,0.09266266693940034,86.94945486497777,100,1.15362643680057,15687712.37954945
8.45157272751267,7.342017921241554,0.45294519372888514,934.5071081081082,67.43243243243244,900000.0,random7,0.8104198558910474,125.60400000000004,0.0687255859375,86.87161736585254,100,0.8791454418285474,17801608.928291213
8.931098937988281,7.74095344543457,0.4834938049316406,1012.0497187499998,65.875,1000000.0,random7,0.789409255981445,151.05611874999977,0.07823562622070312,86.67414278111457,100,0.8676448822021481,19931568.569324173
2.310809326171875,1.9991943359375,0.13664114815848213,235.1657857142857,64.4,25000.0,random8,0.10087705669981051,4.256603896103883,0.008483965985186692,86.5148981915093,100,0.1093610226849972,365241.0118609203
2.7999886177681588,2.4282168826541386,0.16578715556376689,277.225972972973,67.51351351351352,50000.0,random8,0.2374209842166386,20.62402852852864,0.01766669929206549,86.72238405703393,100,0.2550876835087041,780482.0237218406
3.52611572265625,3.0681551106770835,0.20433512369791668,339.8763866666667,70.08,75000.0,random8,0.3286436208089194,28.332574166666745,0.02136889139811199,87.01232041147586,100,0.3500125122070314,1214595.2231368476
3.702809101826436,3.2232542295713684,0.21287330421241554,353.086608108108,71.22972972972973,100000.0,random8,0.3391278675236711,25.64292389758168,0.02160358021981687,87.04889020558679,100,0.360731447743488,1660964.0474436812
5.04340602927012,4.3927328031357025,0.281601997270976,477.45193150684935,72.71232876712328,200000.0,random8,0.4000783841903899,22.20270650684921,0.020859809770976012,87.09853574433343,100,0.4209381939613659,3521928.0948873623
5.33200165719697,4.63916015625,0.29538703687263257,516.6848030303029,72.65151515151516,300000.0,random8,0.6204641241776319,59.842881977671254,0.04384830845980364,87.0059773891519,100,0.6643124326374354,5458380.89254739
5.959391554741011,5.182249304366438,0.3259687031785103,587.8989999999999,71.67123287671232,400000.0,random8,0.396984716964095,48.78382499999998,0.01918159380351031,86.95936920344974,100,0.4161663107676053,7443856.189774725
6.208270977069805,5.385106470677759,0.3418896167309253,636.35812987013,71.72727272727273,500000.0,random8,0.5686182046865484,75.19328612012998,0.0413944690258472,86.74084121919941,100,0.6100126737123956,9465784.284662087
6.6360006893382355,5.766021728515625,0.3647676355698529,711.1834411764706,67.94117647058823,600000.0,random8,0.5899449398643091,98.945625386997,0.04750689338235292,86.8900109938149,100,0.637451833246662,11516761.78509478
7.513661977407095,6.536800900021115,0.4006760055954392,811.9835405405404,67.62162162162163,700000.0,random8,0.8550212504985453,133.6328738738738,0.0509445602829392,86.99886845690806,100,0.9059658107814845,13591896.77754609
8.227288818359375,7.142245483398438,0.4531097412109375,896.439275,66.65,800000.0,random8,1.0425632599861396,150.85792016129028,0.08988558861517137,86.81165376691725,100,1.1324488486013111,15687712.37954945
8.710914163028493,7.566314697265625,0.4690677418428309,959.9155588235294,67.17647058823529,900000.0,random8,0.6324298565204325,116.61732805429858,0.05412883959924114,86.86016824019617,100,0.6865586961196737,17801608.928291213
8.933195326063368,7.745013766818577,0.4843173556857639,1006.8184999999999,66.58333333333333,1000000.0,random8,0.8731723361545143,149.2824999999999,0.07835536532931858,86.69925468014598,100,0.9515277014838328,19931568.569324173
2.213700648716518,1.9139517647879465,0.13245588030133928,227.06425714285714,64.37142857142857,25000.0,random9,0.13072294077478852,2.1264413533834556,0.009455584762687971,86.45937588253574,100,0.1401785255374765,365241.0118609203
2.948977263077446,2.5652890412703804,0.16946366904438406,286.9993768115942,67.46376811594203,50000.0,random9,0.2408627717391303,18.394805383022742,0.014722109334562639,86.98910884763275,100,0.2555848810736929,780482.0237218406
3.541877070559731,3.083175466030459,0.2051121192642405,339.0049367088607,70.0886075949367,75000.0,random9,0.3391196120808062,31.044158931082904,0.022184669719969657,87.04919466736935,100,0.3613042818007759,1214595.2231368476
