PKG (J),CPU (J),DRAM (J),Time (ms),Temp (C),Size,Input case,CPU - readCSV,Time - readCSV,Memory - readCSV,CPU % of PKG,PKG %,full EC,nlog(n)
3.9387349167915238,3.4378812607020546,0.2233694416202911,368.49484931506845,71.58904109589041,100000.0,random9,0.3609316234252691,28.11873502935424,0.019995069410469662,87.28389529454644,100,0.38092669283573877,1660964.0474436812
4.984306003736413,4.34695655712183,0.2753074756567029,467.68515942028984,72.44927536231884,200000.0,random9,0.5253440082937049,38.43130942028978,0.029723369211390377,87.21287484883948,100,0.5550673775050953,3521928.0948873623
5.512319776746962,4.795985751681858,0.30261315239800346,532.7640555555556,73.18055555555556,300000.0,random9,0.42830539279513946,49.53578055555556,0.02229393853081596,87.00485359926196,100,0.4505993313259554,5458380.89254739
5.935068922776442,5.156351412259616,0.32547701322115385,589.0706923076923,72.4,400000.0,random9,0.38624338003305336,48.3532923076923,0.018990501990685082,86.8793855530739,100,0.40523388202373845,7443856.189774725
6.429981720753205,5.586630014272837,0.3612248347355769,644.4395384615384,72.25641025641026,500000.0,random9,0.8290555513822113,88.03847179487173,0.06749314528245193,86.88407303307888,100,0.8965486966646632,9465784.284662087
6.696817398071289,5.815778732299805,0.3700389862060547,717.1181875,66.71875,600000.0,random9,0.6854274337356152,110.62353885135121,0.054808900162980345,86.84391982936212,100,0.7402363338985956,11516761.78509478
7.787998962402344,6.775871276855469,0.42703094482421877,830.3840250000001,67.825,700000.0,random9,1.066233825683594,144.44160000000022,0.08007202148437503,87.00400846953032,100,1.146305847167969,13591896.77754609
8.204266018337673,7.1277211507161455,0.4433475070529514,895.831,66.38888888888889,800000.0,random9,0.9145482381184893,145.77143750000016,0.0742068820529514,86.8782306032581,100,0.9887551201714406,15687712.37954945
8.693277994791666,7.563609730113637,0.46607185132575757,946.421696969697,67.27272727272727,900000.0,random9,0.7350086558948865,115.86492196969732,0.05733314282966384,87.0052669964674,100,0.7923417987245504,17801608.928291213
9.225898742675781,8.003656005859375,0.512841796875,1023.4544749999999,65.2,1000000.0,random9,1.0443206787109371,148.2564194444442,0.10909254286024306,86.75204691806621,100,1.15341322157118,19931568.569324173
2.2102611644847974,1.909343822582348,0.13270857527449326,229.90871621621616,64.5945945945946,25000.0,random10,0.08943241075199082,11.255287644787614,0.01000175328788612,86.3854395698713,100,0.09943416403987694,365241.0118609203
2.9922503847064394,2.603874437736742,0.17283029267282196,288.52856060606064,67.98484848484848,50000.0,random10,0.3019479754628933,18.66466586921848,0.017641983153907498,87.02060666598261,100,0.31958995861680084,780482.0237218406
3.562461159446023,3.1013492732853085,0.2075797737418831,341.0452727272727,70.66233766233766,75000.0,random10,0.37912789877358977,29.84855397727273,0.025689286070984668,87.05636733924646,100,0.4048171848445744,1214595.2231368476
3.8789973958333333,3.37935546875,0.2221533203125,367.9562266666667,71.41333333333333,100000.0,random10,0.24327758789062504,22.067615555555562,0.01639194064670141,87.11930233260716,100,0.25966952853732644,1660964.0474436812
5.063832333213405,4.415842156661184,0.2822257594058388,473.7451842105263,73.72368421052632,200000.0,random10,0.5074523358891252,46.8966253869969,0.03755376951613296,87.20356177075438,100,0.5450061054052582,3521928.0948873623
5.522355651855468,4.801990509033203,0.31287841796875,534.2775999999999,72.35,300000.0,random10,0.7238026787252991,74.40710000000007,0.05973331227022055,86.95547356533932,100,0.7835359909955197,5458380.89254739
5.97144919947574,5.184743780838816,0.3375195954975329,591.2296578947368,72.44736842105263,400000.0,random10,0.7388770156361133,78.34830654338543,0.062765715641114,86.82555285397065,100,0.8016427312772273,7443856.189774725
6.593081022563734,5.729378148129112,0.36644785027754934,658.9100000000002,71.69736842105263,500000.0,random10,0.44721940246938985,63.515740740740966,0.0332071999592623,86.89985954246974,100,0.48042660242865215,9465784.284662087
6.95123950855152,6.052463840793919,0.38163468644425674,729.579972972973,67.51351351351352,600000.0,random10,0.7685145117868633,113.88058587619867,0.05640590305211962,87.07028197414412,100,0.8249204148389828,11516761.78509478
7.582726111778846,6.595848670372596,0.4053329076522436,821.1628461538463,66.82051282051282,700000.0,random10,0.9678453816547652,148.06411085972866,0.05816852920555243,86.98518940472799,100,1.0260139108603177,13591896.77754609
8.008126651539522,6.955311494715073,0.4288796817555147,880.867205882353,66.47058823529412,800000.0,random10,0.8481433974700074,135.98617956656358,0.06753549487229105,86.8531655075404,100,0.9156788923422985,15687712.37954945
8.796601947985197,7.648230301706414,0.47476035670230265,960.7576052631579,67.73684210526316,900000.0,random10,1.0229759885553724,155.05985526315794,0.0882628591437089,86.94528122257698,100,1.1112388476990813,17801608.928291213
8.936681502904648,7.75579833984375,0.48100085136217946,1004.8076923076922,65.92307692307692,1000000.0,random10,0.8238722857306984,141.30842760180974,0.0740130440322162,86.78611112327232,100,0.8978853297629146,19931568.569324173
