PKG (J),CPU (J),DRAM (J),Time (ms),Temp (C),Input case,Size
479.54931640625,418.6646728515625,9.93255615234375,68217.0,64,best,25000.0
483.05767822265625,422.1193237304688,9.9310302734375,68196.5,63,best,25000.0
248.1474609375,217.125732421875,5.1251220703125,34766.1,58,best,25000.0
473.9553833007813,413.2916870117188,9.923095703125,68149.9,57,best,25000.0
249.85516357421875,218.7685546875,5.124755859375,34741.2,64,best,25000.0
476.12475585937506,415.42767333984375,9.92718505859375,68184.9,57,best,25000.0
478.4966430664063,417.7380981445313,9.92730712890625,68200.4,63,best,25000.0
473.7884521484375,413.25341796875,9.9505615234375,68175.9,56,best,25000.0
477.30706787109375,416.5582275390625,9.9356689453125,68198.2,63,best,25000.0
477.7852783203125,417.2095336914063,9.91021728515625,68127.8,63,best,25000.0
247.53924560546875,216.54541015625,5.12396240234375,34768.1,57,best,25000.0
247.68536376953125,216.71588134765625,5.12750244140625,34765.7,57,best,25000.0
475.83544921875,415.1639404296875,9.92462158203125,68177.1,63,best,25000.0
249.30145263671875,218.35394287109372,5.1220703125,34753.5,57,best,25000.0
475.3525390625,414.61254882812494,9.936279296875,68206.2,56,best,25000.0
247.48669433593753,216.42315673828125,5.133056640625,34773.6,57,best,25000.0
479.3093872070313,418.45385742187506,9.94927978515625,68183.2,63,best,25000.0
248.239013671875,217.255615234375,5.13433837890625,34781.4,57,best,25000.0
476.98876953125,416.2557373046875,9.92205810546875,68163.7,63,best,25000.0
473.1309814453125,412.3102416992188,9.93206787109375,68195.8,56,best,25000.0
247.99432373046875,216.987060546875,5.13177490234375,34769.8,57,best,25000.0
255.970947265625,224.27996826171875,5.18963623046875,35412.8,64,best,25000.0
475.71728515625,414.99194335937506,9.96063232421875,68286.3,57,best,25000.0
476.05963134765625,415.4281005859375,9.92645263671875,68162.8,57,best,25000.0
480.5250244140625,419.6079711914063,9.96441650390625,68293.0,63,best,25000.0
251.12255859375,220.05407714843753,5.13232421875,34777.9,64,best,25000.0
481.6873168945313,420.8322143554688,9.96026611328125,68290.2,63,best,25000.0
472.6383056640625,412.1399536132813,9.93548583984375,68228.9,56,best,25000.0
348.69891357421875,307.747802734375,6.745849609375,45841.3,59,best,25000.0
1022.8418579101562,896.9537353515626,20.445861816406246,141169.0,64,best,50000.0
1002.5335083007812,879.1903686523436,19.994445800781246,138230.0,65,best,50000.0
999.1859741210936,875.753662109375,20.033020019531246,138275.0,65,best,50000.0
1001.2763671875,877.9406127929686,20.021728515625,138225.0,64,best,50000.0
992.3239135742189,869.362548828125,20.038024902343754,138303.0,57,best,50000.0
1889.9993286132808,1648.8944091796875,39.15594482421875,271567.0,56,best,50000.0
1912.5773925781248,1671.1788940429688,39.181640625,271572.0,62,best,50000.0
1909.3302612304688,1668.099609375,39.170166015625,271608.0,63,best,50000.0
1890.9230957031248,1650.1478271484375,39.18060302734375,271564.0,56,best,50000.0
1391.7590942382812,1229.253662109375,26.35107421875,182428.0,60,best,50000.0
1907.5064697265625,1665.7736206054688,39.16632080078125,271542.0,63,best,50000.0
1021.7342529296876,896.0255737304686,20.396789550781246,141156.0,64,best,50000.0
1905.024475097656,1663.3931274414062,39.19396972656249,271650.0,62,best,50000.0
1905.2077026367188,1663.9398193359375,39.19500732421875,271660.0,62,best,50000.0
1885.9440917968752,1644.6376342773435,39.19842529296875,271642.0,56,best,50000.0
996.9974365234376,873.8157348632812,20.0374755859375,138333.0,58,best,50000.0
1003.8619995117188,880.2918701171875,20.103759765625,138360.0,65,best,50000.0
1905.4794921875,1663.8426513671875,39.15228271484375,271578.0,63,best,50000.0
1902.9631347656248,1661.930419921875,39.1943359375,271639.0,57,best,50000.0
1001.4346313476562,878.3092651367188,19.997253417968754,138208.0,64,best,50000.0
1008.4990844726562,885.110107421875,20.029235839843754,138261.0,64,best,50000.0
993.4790649414062,870.1875610351561,20.061828613281246,138681.0,57,best,50000.0
994.2141723632812,871.2810668945312,20.054443359375,138444.0,57,best,50000.0
1889.99560546875,1648.7452392578125,39.18597412109375,271616.0,57,best,50000.0
1893.2733154296875,1652.1861572265625,39.183349609375,271561.0,57,best,50000.0
1886.7642211914065,1645.6539916992188,39.16925048828125,271584.0,56,best,50000.0
1009.00927734375,885.7374877929686,20.002136230468754,138238.0,65,best,50000.0
1901.7678833007808,1660.0164184570312,39.15924072265625,271553.0,62,best,50000.0
1891.0052490234373,1649.7151489257812,39.25396728515625,271642.0,56,best,50000.0
1923.4958496093752,1681.6660766601562,39.19543457031249,271663.0,62,best,50000.0
3153.4765625,2787.0737915039062,59.14514160156249,410332.0,60,best,75000.0
3157.014587402344,2790.5925903320312,59.10699462890625,410337.0,60,best,75000.0
3199.6298828125,2832.3639526367188,59.14831542968751,410349.0,68,best,75000.0
3144.7310180664062,2779.0297241210938,59.157958984375,410388.0,59,best,75000.0
3202.472900390625,2835.239562988281,59.14910888671875,410355.0,68,best,75000.0
3206.66845703125,2839.150390625,59.16314697265625,410408.0,68,best,75000.0
3187.458251953125,2820.085205078125,59.17034912109375,410460.0,67,best,75000.0
3192.7960815429688,2825.581115722656,59.13031005859375,410395.0,68,best,75000.0
3148.3064575195312,2782.4148559570312,59.152099609375,410388.0,60,best,75000.0
3144.5457763671875,2778.3465576171875,59.12152099609375,410293.0,60,best,75000.0
3161.895812988281,2795.6473388671875,59.11981201171875,410341.0,60,best,75000.0
3185.052673339844,2817.6759033203125,59.16510009765625,410486.0,68,best,75000.0
3192.0242309570312,2824.4850463867188,59.13739013671875,410446.0,68,best,75000.0
