PKG (J),CPU (J),DRAM (J),Time (ms),Temp (C),Input case,Size
3.821044921875,3.3590087890625,0.1878662109375,418.185,81.0,best,25000.0
3.80859375,3.3399658203125,0.19000244140625,430.416,81.0,best,25000.0
3.8920288085937504,3.45062255859375,0.18353271484375,405.947,81.0,best,25000.0
3.9763793945312496,3.5386962890625,0.1878662109375,392.221,81.0,best,25000.0
3.803955078125,3.36822509765625,0.1861572265625,391.75,81.0,best,25000.0
3.989501953125,3.52581787109375,0.19061279296875,436.289,82.0,best,25000.0
3.9324951171875,3.4638671875,0.19561767578125,419.449,82.0,best,25000.0
3.875732421875,3.39959716796875,0.19537353515625,434.278,81.0,best,25000.0
4.164306640625,3.6884765625,0.19036865234375,432.503,81.0,best,25000.0
3.8748168945312496,3.4346923828125,0.18548583984375,386.099,81.0,best,25000.0
3.9334716796875,3.48382568359375,0.19427490234375,403.118,82.0,best,25000.0
4.1663818359375,3.6935424804687504,0.2086181640625,426.7,82.0,best,25000.0
4.1680908203125,3.677734375,0.20123291015625,448.812,81.0,best,25000.0
3.91064453125,3.467041015625,0.1866455078125,409.562,81.0,best,25000.0
3.9205322265625,3.47760009765625,0.1939697265625,392.902,81.0,best,25000.0
3.883056640625,3.439453125,0.18707275390625,401.907,81.0,best,25000.0
4.1419677734375,3.6981811523437504,0.19921875,408.197,81.0,best,25000.0
3.9509887695312496,3.4915771484375,0.19293212890625,410.591,81.0,best,25000.0
3.9348754882812496,3.490478515625,0.19244384765625,396.258,81.0,best,25000.0
3.8912963867187504,3.4320068359375,0.1953125,410.94,81.0,best,25000.0
3.9432983398437504,3.48944091796875,0.19659423828125,399.638,81.0,best,25000.0
3.9739379882812496,3.51019287109375,0.1934814453125,414.62,81.0,best,25000.0
3.7008056640625,3.3096923828125,0.1708984375,366.018,81.0,best,25000.0
3.9317016601562496,3.4708251953125,0.18865966796875,425.022,81.0,best,25000.0
3.895751953125,3.4464111328125,0.18707275390625,412.411,81.0,best,25000.0
3.9608764648437504,3.4935302734375,0.1895751953125,415.777,81.0,best,25000.0
3.927490234375,3.497802734375,0.18463134765625,390.185,81.0,best,25000.0
3.8980102539062496,3.44659423828125,0.19512939453125,396.78,81.0,best,25000.0
3.8504638671875,3.42266845703125,0.18212890625,384.598,81.0,best,25000.0
3.9004516601562496,3.45098876953125,0.18695068359375,407.128,81.0,best,25000.0
3.878662109375,3.4464111328125,0.18560791015625,393.455,81.0,best,25000.0
3.9686279296875,3.50372314453125,0.19659423828125,416.039,81.0,best,25000.0
3.8942260742187504,3.45465087890625,0.19036865234375,389.951,81.0,best,25000.0
3.99169921875,3.559814453125,0.188232421875,391.546,81.0,best,25000.0
3.94091796875,3.485107421875,0.1944580078125,408.122,82.0,best,25000.0
3.8020629882812496,3.3602294921875,0.18768310546875,398.955,82.0,best,25000.0
3.8832397460937504,3.4464111328125,0.18548583984375,391.616,82.0,best,25000.0
3.8941040039062496,3.47100830078125,0.18048095703125,391.321,82.0,best,25000.0
3.9046020507812496,3.464111328125,0.18707275390625,394.623,81.0,best,25000.0
3.7734985351562496,3.3355712890625,0.183349609375,407.471,81.0,best,25000.0
3.822265625,3.38751220703125,0.17919921875,400.785,81.0,best,25000.0
4.040771484375,3.5665283203125,0.19696044921875,421.683,82.0,best,25000.0
3.9761352539062496,3.52886962890625,0.1865234375,387.851,82.0,best,25000.0
4.19647216796875,3.71875,0.192138671875,452.456,82.0,best,25000.0
3.8470458984375,3.413818359375,0.18365478515625,391.303,82.0,best,25000.0
3.9447631835937504,3.513916015625,0.18609619140625,389.226,82.0,best,25000.0
3.896484375,3.45269775390625,0.185546875,397.333,82.0,best,25000.0
3.92333984375,3.4722900390625,0.18792724609375,413.015,82.0,best,25000.0
3.7185668945312496,3.32373046875,0.170654296875,365.78,82.0,best,25000.0
3.8446655273437504,3.4017333984375,0.18963623046875,408.337,82.0,best,25000.0
3.8606567382812496,3.38092041015625,0.20025634765625,433.094,82.0,best,25000.0
3.9768676757812496,3.5523681640625,0.18463134765625,389.538,82.0,best,25000.0
3.9337768554687504,3.46990966796875,0.1949462890625,419.335,82.0,best,25000.0
