PKG (J),CPU (J),DRAM (J),Time (ms),Temp (C),Input case,Size
1.82391357421875,1.5784912109375,0.10009765625,185.184,59.0,best,25000
1.98028564453125,1.71539306640625,0.10980224609375,192.322,59.0,best,25000
1.80609130859375,1.579345703125,0.10211181640625,183.514,59.0,best,25000
2.00714111328125,1.758544921875,0.11676025390625,192.487,59.0,best,25000
1.9573974609375,1.70849609375,0.11279296875,198.735,59.0,best,25000
1.7862548828125,1.56060791015625,0.1024169921875,183.694,59.0,best,25000
1.744384765625,1.52593994140625,0.0982666015625,172.76,59.0,best,25000
1.756103515625,1.5347900390625,0.1014404296875,180.249,59.0,best,25000
1.95892333984375,1.72216796875,0.11181640625,185.828,59.0,best,25000
1.92718505859375,1.6834716796875,0.11309814453125,187.78,59.0,best,25000
1.98101806640625,1.74169921875,0.11383056640625,192.881,59.0,best,25000
1.78369140625,1.5599365234375,0.103515625,182.402,59.0,best,25000
2.0037841796875,1.75537109375,0.11285400390625,195.769,59.0,best,25000
1.92779541015625,1.68524169921875,0.111083984375,188.774,59.0,best,25000
1.91650390625,1.6832275390625,0.1107177734375,179.738,59.0,best,25000
1.7977294921875,1.56884765625,0.10369873046875,182.755,59.0,best,25000
1.79034423828125,1.560546875,0.1051025390625,183.651,59.0,best,25000
1.74908447265625,1.52294921875,0.10418701171875,178.49,58.0,best,25000
1.77984619140625,1.55328369140625,0.10247802734375,183.146,58.0,best,25000
1.961669921875,1.72076416015625,0.11175537109375,184.701,58.0,best,25000
1.9400634765625,1.67669677734375,0.11114501953125,188.531,58.0,best,25000
1.95245361328125,1.71533203125,0.10858154296875,190.772,58.0,best,25000
1.96405029296875,1.7208251953125,0.112060546875,192.223,58.0,best,25000
1.75054931640625,1.5303955078125,0.09918212890625,179.944,58.0,best,25000
1.77593994140625,1.55419921875,0.0999755859375,181.707,58.0,best,25000
1.7537841796875,1.52978515625,0.1024169921875,173.733,58.0,best,25000
1.8665771484375,1.62335205078125,0.1064453125,201.109,59.0,best,25000
1.8299560546875,1.60650634765625,0.10113525390625,185.363,59.0,best,25000
1.96240234375,1.7220458984375,0.113037109375,188.986,59.0,best,25000
1.78558349609375,1.54754638671875,0.09954833984375,182.12,59.0,best,25000
1.95697021484375,1.71319580078125,0.1126708984375,189.692,59.0,best,25000
1.7794189453125,1.5535888671875,0.10162353515625,181.4,59.0,best,25000
1.84674072265625,1.6136474609375,0.10052490234375,186.954,58.0,best,25000
1.78631591796875,1.55145263671875,0.1053466796875,193.999,58.0,best,25000
1.7939453125,1.569091796875,0.10333251953125,184.189,58.0,best,25000
1.808837890625,1.57489013671875,0.1036376953125,183.649,58.0,best,25000
1.97076416015625,1.71649169921875,0.11114501953125,190.371,58.0,best,25000
1.77313232421875,1.55181884765625,0.09979248046875,181.425,58.0,best,25000
1.7799072265625,1.55267333984375,0.10272216796875,182.541,58.0,best,25000
1.7906494140625,1.56243896484375,0.10369873046875,181.883,58.0,best,25000
1.744384765625,1.52276611328125,0.10296630859375,173.558,58.0,best,25000
1.98431396484375,1.73858642578125,0.11346435546875,191.45,58.0,best,25000
1.8658447265625,1.639404296875,0.1041259765625,187.42,58.0,best,25000
1.78448486328125,1.56231689453125,0.10296630859375,183.325,58.0,best,25000
1.81658935546875,1.5916748046875,0.10369873046875,184.581,58.0,best,25000
1.7708740234375,1.54949951171875,0.10125732421875,181.921,58.0,best,25000
1.78173828125,1.56298828125,0.0997314453125,173.803,58.0,best,25000
1.95831298828125,1.71044921875,0.1109619140625,189.882,58.0,best,25000
1.97808837890625,1.7381591796875,0.11309814453125,189.691,58.0,best,25000
1.974365234375,1.73065185546875,0.11297607421875,189.915,58.0,best,25000
1.957275390625,1.7171630859375,0.11419677734375,183.404,58.0,best,25000
1.930908203125,1.68634033203125,0.11224365234375,198.509,58.0,best,25000
1.923095703125,1.69097900390625,0.1082763671875,191.22,59.0,best,25000
1.79254150390625,1.5611572265625,0.10638427734375,194.115,59.0,best,25000
1.81201171875,1.57733154296875,0.10150146484375,182.911,59.0,best,25000
1.88409423828125,1.6292724609375,0.10296630859375,183.175,59.0,best,25000
1.9874267578125,1.72119140625,0.11285400390625,189.911,59.0,best,25000
1.95196533203125,1.70538330078125,0.1148681640625,191.863,58.0,best,25000
1.99871826171875,1.75469970703125,0.11407470703125,192.16,58.0,best,25000
1.9586181640625,1.7149658203125,0.11260986328125,190.422,58.0,best,25000
1.77459716796875,1.55328369140625,0.1015625,182.259,58.0,best,25000
1.94122314453125,1.70599365234375,0.10821533203125,189.956,58.0,best,25000
1.849609375,1.615966796875,0.10302734375,186.821,58.0,best,25000
1.80706787109375,1.580078125,0.10455322265625,183.322,58.0,best,25000
1.9351806640625,1.69964599609375,0.11163330078125,183.061,58.0,best,25000
1.80810546875,1.56304931640625,0.10302734375,182.666,59.0,best,25000
1.95989990234375,1.7166748046875,0.10968017578125,191.526,59.0,best,25000
1.85498046875,1.63031005859375,0.1041259765625,189.216,59.0,best,25000
1.95953369140625,1.72259521484375,0.108642578125,190.93,59.0,best,25000
1.80743408203125,1.5780029296875,0.10357666015625,183.133,59.0,best,25000
1.79901123046875,1.5721435546875,0.10302734375,181.958,59.0,best,25000
1.99365234375,1.75244140625,0.11236572265625,193.483,59.0,best,25000
1.93316650390625,1.6968994140625,0.112548828125,183.84,59.0,best,25000
1.9688720703125,1.728271484375,0.1134033203125,183.504,59.0,best,25000
1.7882080078125,1.56640625,0.1025390625,183.506,59.0,best,25000
1.940673828125,1.69830322265625,0.10882568359375,187.749,59.0,best,25000
