PKG (J),CPU (J),DRAM (J),Time (ms),Temp (C),Input case,Size
2.1002197265625,1.86724853515625,0.14276123046875,241.411,57.0,random1,25000
1.9271240234375,1.70379638671875,0.11981201171875,217.869,57.0,random1,25000
1.956298828125,1.75531005859375,0.12060546875,221.289,57.0,random1,25000
1.9208984375,1.71923828125,0.12017822265625,217.095,57.0,random1,25000
2.10211181640625,1.88433837890625,0.1346435546875,228.12,57.0,random1,25000
2.07940673828125,1.8536376953125,0.13507080078125,241.814,58.0,random1,25000
2.0711669921875,1.85693359375,0.13507080078125,222.814,58.0,random1,25000
1.89935302734375,1.70233154296875,0.11749267578125,216.005,58.0,random1,25000
2.0675048828125,1.85284423828125,0.1336669921875,223.873,58.0,random1,25000
1.91082763671875,1.712646484375,0.11749267578125,215.539,58.0,random1,25000
2.08734130859375,1.8603515625,0.13299560546875,238.545,58.0,random1,25000
2.00665283203125,1.8056640625,0.126220703125,213.748,58.0,random1,25000
2.052978515625,1.840576171875,0.1363525390625,222.279,59.0,random1,25000
1.91668701171875,1.71478271484375,0.1199951171875,217.118,59.0,random1,25000
2.129638671875,1.90838623046875,0.13580322265625,226.736,59.0,random1,25000
1.879638671875,1.6783447265625,0.11761474609375,212.587,59.0,random1,25000
2.03131103515625,1.82177734375,0.12481689453125,217.982,59.0,random1,25000
1.979736328125,1.772216796875,0.12164306640625,221.998,59.0,random1,25000
2.04901123046875,1.83551025390625,0.13409423828125,219.463,59.0,random1,25000
2.14263916015625,1.91888427734375,0.12921142578125,222.531,59.0,random1,25000
1.91302490234375,1.6905517578125,0.1229248046875,231.522,59.0,random1,25000
2.0452880859375,1.83392333984375,0.12982177734375,219.552,59.0,random1,25000
2.0791015625,1.86663818359375,0.135498046875,217.17,59.0,random1,25000
1.92327880859375,1.72369384765625,0.12030029296875,218.461,59.0,random1,25000
2.150634765625,1.92767333984375,0.13726806640625,242.983,58.0,random1,25000
2.05987548828125,1.8519287109375,0.12860107421875,217.442,58.0,random1,25000
1.9415283203125,1.7391357421875,0.11981201171875,220.095,58.0,random1,25000
2.0701904296875,1.85870361328125,0.1326904296875,222.41,58.0,random1,25000
1.849365234375,1.65301513671875,0.11688232421875,210.488,57.0,random1,25000
2.0670166015625,1.85211181640625,0.1353759765625,220.97,57.0,random1,25000
2.111083984375,1.8973388671875,0.13787841796875,223.585,57.0,random1,25000
1.896484375,1.6839599609375,0.11688232421875,213.494,57.0,random1,25000
2.014892578125,1.7991943359375,0.12744140625,225.55,57.0,random1,25000
2.08514404296875,1.8736572265625,0.1336669921875,225.812,57.0,random1,25000
2.045166015625,1.82745361328125,0.13671875,232.836,57.0,random1,25000
2.29437255859375,2.0013427734375,0.139404296875,238.879,59.0,random1,50000
2.21881103515625,1.9503173828125,0.131103515625,235.922,59.0,random1,50000
2.46319580078125,2.2022705078125,0.1533203125,254.01,59.0,random1,50000
2.44598388671875,2.166259765625,0.15679931640625,276.466,59.0,random1,50000
2.39910888671875,2.14013671875,0.1510009765625,246.798,60.0,random1,50000
2.4114990234375,2.15704345703125,0.15386962890625,249.585,60.0,random1,50000
2.41717529296875,2.130859375,0.1483154296875,243.645,60.0,random1,50000
2.40032958984375,2.09539794921875,0.15765380859375,262.347,60.0,random1,50000
2.37786865234375,2.12005615234375,0.1439208984375,253.39,60.0,random1,50000
2.38720703125,2.13238525390625,0.15289306640625,243.21,60.0,random1,50000
2.33721923828125,2.087158203125,0.1495361328125,242.235,60.0,random1,50000
2.20782470703125,1.96942138671875,0.1309814453125,237.607,60.0,random1,50000
2.19683837890625,1.95172119140625,0.1331787109375,237.805,60.0,random1,50000
2.6214599609375,2.33685302734375,0.1632080078125,266.894,60.0,random1,50000
2.39990234375,2.1378173828125,0.1478271484375,254.074,60.0,random1,50000
2.39654541015625,2.12274169921875,0.1572265625,261.887,61.0,random1,50000
2.44610595703125,2.16064453125,0.15423583984375,272.984,61.0,random1,50000
2.43951416015625,2.17474365234375,0.15289306640625,248.77,61.0,random1,50000
2.37005615234375,2.11993408203125,0.14935302734375,239.735,61.0,random1,50000
2.36895751953125,2.11248779296875,0.14788818359375,253.104,61.0,random1,50000
2.41473388671875,2.145751953125,0.146484375,255.173,61.0,random1,50000
2.42462158203125,2.14605712890625,0.1484375,274.146,61.0,random1,50000
2.37384033203125,2.11517333984375,0.1495361328125,240.584,61.0,random1,50000
2.23004150390625,1.9864501953125,0.1392822265625,239.295,61.0,random1,50000
2.18902587890625,1.9400634765625,0.139892578125,255.87,61.0,random1,50000
2.2098388671875,1.97222900390625,0.13641357421875,239.208,62.0,random1,50000
2.2022705078125,1.95819091796875,0.13873291015625,236.654,62.0,random1,50000
2.4359130859375,2.1639404296875,0.1561279296875,247.937,62.0,random1,50000
2.36968994140625,2.1075439453125,0.14453125,252.105,62.0,random1,50000
2.42205810546875,2.15887451171875,0.15185546875,260.371,62.0,random1,50000
2.3804931640625,2.12335205078125,0.15350341796875,246.834,63.0,random1,50000
2.3226318359375,2.06414794921875,0.14886474609375,249.216,63.0,random1,50000
2.255126953125,2.00738525390625,0.135498046875,241.752,63.0,random1,50000
2.36431884765625,2.1099853515625,0.1455078125,241.557,63.0,random1,50000
2.421630859375,2.163330078125,0.1534423828125,247.536,63.0,random1,50000
2.4339599609375,2.14691162109375,0.1551513671875,243.309,63.0,random1,50000
3.09527587890625,2.7366943359375,0.2010498046875,320.247,66.0,random1,75000
2.82623291015625,2.480712890625,0.19500732421875,349.427,66.0,random1,75000
3.00933837890625,2.6751708984375,0.18817138671875,327.222,66.0,random1,75000
