merge-sort1,7.948364257812500000,6.899169921875000000,,,824.21
merge-sort1,8.022705078125000000,7.023620605468750000,,,764.775
merge-sort1,7.910095214843750000,6.897644042968750000,,,786.099
merge-sort1,7.889038085937500000,6.876831054687500000,,,779.151
merge-sort1,8.232238769531250000,7.174377441406250000,,,816.623
merge-sort1,8.064025878906250000,7.066955566406250000,,,768.161
merge-sort1,8.143981933593750000,7.117858886718750000,,,791.701
merge-sort1,8.000122070312500000,6.999328613281250000,,,769.546
merge-sort1,7.945190429687500000,6.941345214843750000,,,779.266
merge-sort1,8.058044433593750000,7.039184570312500000,,,788.454
merge-sort1,8.139831542968750000,7.129577636718750000,,,769.381
merge-sort1,8.055175781250000000,6.954284667968750000,,,897.234
merge-sort1,8.155273437500000000,7.103759765625000000,,,825.433
merge-sort1,7.980407714843750000,6.923828125000000000,,,851.033
merge-sort1,8.279663085937500000,7.218688964843750000,,,810.327
merge-sort1,8.110656738281250000,7.051696777343750000,,,826.312
merge-sort1,8.032592773437500000,6.976989746093750000,,,835.112
merge-sort1,8.308227539062500000,7.274230957031250000,,,795.629
merge-sort1,8.261047363281250000,7.226379394531250000,,,774.151
merge-sort1,8.264160156250000000,7.217285156250000000,,,793.684
merge-sort1,8.518188476562500000,7.501159667968750000,,,763.861
merge-sort1,8.170654296875000000,7.166931152343750000,,,759.431
merge-sort1,8.245178222656250000,7.236816406250000000,,,777.24
merge-sort1,8.346374511718750000,7.292541503906250000,,,814.242
merge-sort1,8.262573242187500000,7.238037109375000000,,,789.32
merge-sort1,8.459960937500000000,7.385192871093750000,,,832.117
merge-sort1,8.567687988281250000,7.531005859375000000,,,773.816
merge-sort1,8.403808593750000000,7.334411621093750000,,,825.765
merge-sort1,8.087585449218750000,7.012512207031250000,,,848.679
merge-sort1,8.110839843750000000,7.066894531250000000,,,842.376
merge-sort1,8.318298339843750000,7.271728515625000000,,,794.216
merge-sort1,8.274291992187500000,7.262329101562500000,,,765.878
merge-sort1,8.290283203125000000,7.205383300781250000,,,856.562
merge-sort1,8.399597167968750000,7.378173828125000000,,,760.911
merge-sort1,8.407958984375000000,7.396789550781250000,,,760.148
merge-sort1,8.423400878906250000,7.396850585937500000,,,792.113
merge-sort1,8.372619628906250000,7.368286132812500000,,,755.122
merge-sort1,8.240783691406250000,7.184692382812500000,,,816.507
merge-sort1,8.505249023437500000,7.470642089843750000,,,769.477
merge-sort1,8.467956542968750000,7.425476074218750000,,,796.708
merge-sort1,8.521118164062500000,7.499450683593750000,,,761.962
merge-sort1,8.341552734375000000,7.310058593750000000,,,785.984
merge-sort1,8.500915527343750000,7.475219726562500000,,,761.988
merge-sort1,8.453369140625000000,7.392822265625000000,,,805.433
merge-sort1,8.244445800781250000,7.222656250000000000,,,794.739
merge-sort1,8.415466308593750000,7.368041992187500000,,,785.278
merge-sort1,8.412597656250000000,7.400268554687500000,,,757.868
merge-sort1,8.229003906250000000,7.206481933593750000,,,779.862
merge-sort1,8.356445312500000000,7.312988281250000000,,,804.959
merge-sort1,8.599792480468750000,7.554992675781250000,,,773.957
merge-sort1,8.317871093750000000,7.281311035156250000,,,784.507
merge-sort1,8.307434082031250000,7.257995605468750000,,,806.974
merge-sort1,8.468688964843750000,7.445068359375000000,,,769.541
merge-sort1,8.338256835937500000,7.306152343750000000,,,787.966
merge-sort1,8.398986816406250000,7.392456054687500000,,,751.338
merge-sort1,8.487182617187500000,7.464050292968750000,,,754.159
merge-sort1,8.360778808593750000,7.333679199218750000,,,786.668
merge-sort1,8.525756835937500000,7.493652343750000000,,,776.631
merge-sort1,8.251403808593750000,7.141113281250000000,,,878.558
merge-sort1,7.993103027343750000,6.986145019531250000,,,778.787
merge-sort1,8.403320312500000000,7.261840820312500000,,,909.109
merge-sort1,8.358459472656250000,7.322509765625000000,,,769.847
merge-sort1,8.455749511718750000,7.444885253906250000,,,761.211
merge-sort1,8.619079589843750000,7.584411621093750000,,,770.119
merge-sort1,8.417419433593750000,7.281066894531250000,,,883.045
merge-sort1,8.538757324218750000,7.477478027343750000,,,813.389
merge-sort1,8.478881835937500000,7.441955566406250000,,,780.635
merge-sort1,8.623352050781250000,7.561706542968750000,,,806.342
merge-sort1,8.419311523437500000,7.401855468750000000,,,752.917
merge-sort1,8.345520019531250000,7.323120117187500000,,,762.153
merge-sort1,8.402954101562500000,7.382202148437500000,,,764.196
merge-sort1,8.378479003906250000,7.311706542968750000,,,786.012
merge-sort1,8.518737792968750000,7.443725585937500000,,,787.636
merge-sort1,8.673767089843750000,7.548767089843750000,,,829.868
merge-sort1,8.443969726562500000,7.369079589843750000,,,786.755
merge-sort1,8.547607421875000000,7.452819824218750000,,,813.912
merge-sort1,8.764465332031250000,7.669006347656250000,,,769.876
merge-sort1,8.332702636718750000,7.261291503906250000,,,786.954
merge-sort1,8.173400878906250000,7.088439941406250000,,,808.622
merge-sort1,8.415588378906250000,7.326782226562500000,,,806.511
merge-sort1,8.453796386718750000,7.353454589843750000,,,808.883
merge-sort1,8.656555175781250000,7.575317382812500000,,,772.165
merge-sort1,8.535583496093750000,7.476318359375000000,,,751.319
merge-sort1,8.513977050781250000,7.397216796875000000,,,805.869
merge-sort1,8.582824707031250000,7.512329101562500000,,,754.69
merge-sort1,8.481689453125000000,7.400512695312500000,,,766.86
merge-sort1,8.658508300781250000,7.554565429687500000,,,803.192
merge-sort1,8.539001464843750000,7.479125976562500000,,,756.384
merge-sort1,8.447814941406250000,7.353942871093750000,,,773.267
merge-sort1,8.533447265625000000,7.430664062500000000,,,788.09
merge-sort1,8.467956542968750000,7.309631347656250000,,,871.028
merge-sort1,8.493652343750000000,7.422363281250000000,,,753.287
merge-sort1,8.502441406250000000,7.433471679687500000,,,767.707
merge-sort1,8.432922363281250000,7.325195312500000000,,,800.929
merge-sort1,8.662902832031250000,7.560424804687500000,,,802.652
merge-sort1,8.478576660156250000,7.418395996093750000,,,748.11
merge-sort1,8.524719238281250000,7.455627441406250000,,,756.785
merge-sort1,8.603576660156250000,7.521545410156250000,,,769.895
merge-sort1,8.461730957031250000,7.385986328125000000,,,785.226
